id,dataset,split,aspect_category,sentiment_polarity,mami_shaming,mami_stereotype,mami_objectification,mami_violence,mis_aggressiveDE,mis_ironicDE,mis_misogynisticCS
mami_67,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9341,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_7181,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_511,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_11578,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_13234,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_4211,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4012,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2720,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_4346,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_213,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1172,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1401,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_8116,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8460,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4727,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8315,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11636,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8499,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_13504,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_4522,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10259,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_820,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1178,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_6702,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3839,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_3004,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_10507,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6577,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8444,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4918,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11346,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6862,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7816,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_3618,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_10452,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8260,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11219,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7949,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_606,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_4197,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1224,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_7655,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10473,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8814,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9230,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_531,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5049,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6728,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6477,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7520,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8347,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_14090,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_3277,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1755,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_5773,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6848,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_7365,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8236,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10544,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7042,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_5282,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1813,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5116,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6887,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_4715,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6198,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_127,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_2129,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_7997,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10021,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_559,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_2033,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_5717,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4186,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_119,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_3920,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_3884,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_233,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_11496,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9805,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7730,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10704,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9404,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4591,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_922,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_6366,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9548,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3093,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5234,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9387,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11336,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5607,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8280,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6894,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_6944,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4752,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11104,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5289,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_5910,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_9448,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3790,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_2577,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_2331,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_14100,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5691,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_8882,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1616,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_13003,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10678,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6716,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1188,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_11359,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1545,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_6895,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_3097,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_2242,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_11412,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4406,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1485,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_10186,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3755,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_3130,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_66,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_8486,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_8578,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9408,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_4861,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6833,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_2941,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_2310,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5435,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4250,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2269,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9186,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7163,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7190,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_4184,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5101,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_11720,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_5198,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2510,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_4362,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4701,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4700,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5815,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_3638,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_8338,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8581,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4141,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1751,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_10150,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6339,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_117,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_7216,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11655,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7288,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_2166,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_9410,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_6432,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9655,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2686,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_2778,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_10781,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5499,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5847,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1359,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5403,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_6401,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6660,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4370,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_13207,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9503,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1535,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9527,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10972,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4696,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5065,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4067,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10902,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_963,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_11026,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1671,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_6589,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_10777,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2933,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_10542,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_6748,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_4432,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_2119,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_4688,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_6407,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1759,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5047,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_704,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_11555,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_10122,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8089,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5318,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6158,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10553,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_657,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9759,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_103,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5500,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_515,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_2077,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_7302,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_3913,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2664,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_11290,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_9311,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_671,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9304,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5813,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1167,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_4053,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10338,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4022,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9210,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7535,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10200,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2397,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_10418,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_280,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_9442,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5059,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_9733,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5567,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_99,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5321,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1784,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_11122,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6969,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_360,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_13009,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_1665,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_9072,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_2429,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_3517,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_3530,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_7404,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6609,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6911,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_7030,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3632,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_1344,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_9328,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_3894,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_638,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_5114,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10691,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_1371,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_4647,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11095,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_5925,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3503,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_7306,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_10063,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9889,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_2595,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_11032,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_14165,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3874,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_13291,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_316,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_3939,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_6811,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_8609,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5137,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_3879,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_11631,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_14015,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_13114,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_4562,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_9153,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_10649,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5337,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5939,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11086,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_11158,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_5687,MAMI,train,Sexual Harassment,negative,1,0,1,0,,,
mami_2440,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_13279,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_8241,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_2890,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_10599,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_4452,MAMI,train,Sexual Harassment,negative,0,0,1,0,,,
mami_14025,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_528,MAMI,train,Sexual Harassment,negative,0,1,1,0,,,
mami_2993,MAMI,train,Sexual Harassment,negative,1,1,1,0,,,
mami_1053,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10934,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7015,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3765,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6942,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3142,MAMI,train,Violence,negative,1,1,1,1,,,
mami_11204,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1239,MAMI,train,Violence,negative,1,1,0,1,,,
mami_567,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5547,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3960,MAMI,train,Violence,negative,0,0,1,1,,,
mami_7116,MAMI,train,Violence,negative,0,0,1,1,,,
mami_9691,MAMI,train,Violence,negative,1,0,0,1,,,
mami_13336,MAMI,train,Violence,negative,0,0,1,1,,,
mami_7692,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1257,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9566,MAMI,train,Violence,negative,0,0,0,1,,,
mami_149,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11543,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2298,MAMI,train,Violence,negative,0,1,1,1,,,
mami_718,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13432,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2126,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2656,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10622,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11113,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10322,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2291,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7632,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2844,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10363,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2535,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2997,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2224,MAMI,train,Violence,negative,0,1,0,1,,,
mami_860,MAMI,train,Violence,negative,1,1,0,1,,,
mami_143,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2570,MAMI,train,Violence,negative,1,1,0,1,,,
mami_2854,MAMI,train,Violence,negative,0,1,0,1,,,
mami_326,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2293,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2580,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10087,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13366,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3729,MAMI,train,Violence,negative,0,0,0,1,,,
mami_236,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2312,MAMI,train,Violence,negative,1,1,1,1,,,
mami_2733,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2464,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4635,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2054,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6563,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4666,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4992,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1959,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7115,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3716,MAMI,train,Violence,negative,1,1,1,1,,,
mami_10365,MAMI,train,Violence,negative,0,1,0,1,,,
mami_993,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2713,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13078,MAMI,train,Violence,negative,0,0,1,1,,,
mami_7167,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2853,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3181,MAMI,train,Violence,negative,0,1,0,1,,,
mami_581,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13348,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5602,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11005,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1254,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9865,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3736,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3977,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1045,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3031,MAMI,train,Violence,negative,0,1,0,1,,,
mami_994,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2946,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5115,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10789,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2511,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10036,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2497,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7021,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9658,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7211,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4546,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2898,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7221,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4977,MAMI,train,Violence,negative,0,0,1,1,,,
mami_58,MAMI,train,Violence,negative,0,1,0,1,,,
mami_738,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1792,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5383,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1422,MAMI,train,Violence,negative,0,1,1,1,,,
mami_396,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7081,MAMI,train,Violence,negative,0,0,1,1,,,
mami_480,MAMI,train,Violence,negative,1,1,1,1,,,
mami_3846,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4784,MAMI,train,Violence,negative,0,0,1,1,,,
mami_765,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2058,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4119,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13159,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10528,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9099,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11546,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2200,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1342,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7639,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3704,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2064,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1376,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4878,MAMI,train,Violence,negative,0,1,0,1,,,
mami_908,MAMI,train,Violence,negative,1,1,0,1,,,
